SMILES,NAME,NODES,SOLUTION_TIME,NUM_ROUTES,FINAL_NUM_RXN_MODEL_CALLS,final_num_value_model_calls
CC(C)(NCC(O)C(Cc1ccccc1)NC(=O)Cc1ccccc1)c1ccccc1,GNN-NN-Split-MAX-10.0,1220,26,0,26 (NOTE: this was less than the maximum budget),432
CCN1C(=O)C(=CC=C2CCCN2C)OC1=S,GNNEstimatorAVGScore-3.0,7292,inf,0,500,2277
CC(C)(NCC(O)C(Cc1ccccc1)NC(=O)Cc1ccccc1)c1ccccc1,GNN-NN-Split-AVG-3.0,804,19,0,19 (NOTE: this was less than the maximum budget),260
CC(C)(NCC(O)C(Cc1ccccc1)NC(=O)Cc1ccccc1)c1ccccc1,GNN-NN-Split-AVG-10.0,1353,32,0,32 (NOTE: this was less than the maximum budget),545
CCN1C(=O)C(=CC=C2CCCN2C)OC1=S,GNNEstimatorAVGScore-10.0,6921,inf,0,500,2202
CC(C)(C)c1ccc(Cn2cc(CCCCCC3SCC4NC(=O)NC43)nn2)cc1,constant-0,9297,inf,0,500,776
CC(C)(C)c1ccc(Cn2cc(CCCCCC3SCC4NC(=O)NC43)nn2)cc1,SAscore-linear-0.3,9506,inf,0,500,3183
CCN1C(=O)C(=CC=C2CCCN2C)OC1=S,GNN_NNSplitSingleMAXScore-3.0,7349,inf,0,500,2304
CC(C)(C)c1ccc(Cn2cc(CCCCCC3SCC4NC(=O)NC43)nn2)cc1,SAscore-linear-1.0,10279,inf,0,500,3635
CC(C)(C)c1ccc(Cn2cc(CCCCCC3SCC4NC(=O)NC43)nn2)cc1,GNNEstimatorMAXScore-3.0,8487,inf,0,500,2715
CCN1C(=O)C(=CC=C2CCCN2C)OC1=S,GNN_NNSplitSingleMAXScore-10.0,6949,inf,0,500,2204
